score,distance_0,distance_1,distance_2,distance_3,distance_4
2.2170575877197345e-05,3.16203125,2.8297499999999998,1.4148749999999999,2.0008333333333335,1.4148749999999999
8.290987104572681e-05,9.48609375,10.197104166666666,9.053770833333333,10.00059375,9.053770833333333
5.778001496853738e-05,17.02852083333333,17.20359375,18.600604166666667,18.868572916666665,20.24771875
7.284904892283712e-05,11.401177083333334,10.197104166666666,11.043885416666667,10.00059375,11.043885416666667
0.0004127059783144251,13.037572916666667,14.141604166666665,15.034833333333333,16.124572916666665,17.02852083333333
1.8097797263136077e-05,19.236583333333332,18.111114583333332,19.025781249999998,18.000354166666664,19.025781249999998
5.658610070999968e-05,15.810156249999999,17.20359375,17.493,18.868572916666665,19.236583333333332
5.77539821163801e-05,20.24771875,18.868572916666665,18.600604166666667,17.20359375,17.02852083333333
4.491890406281048e-05,21.21240625,22.09134375,21.023041666666664,21.998447916666667,21.023041666666664
0.0003552380213228687,27.018395833333333,28.07240625,29.01565625,30.06609375,31.016489583333332
0.000449986143330567,33.01375,32.06335416666666,31.016489583333332,30.06609375,29.01565625
0.00037190514695835993,17.021375,17.20359375,18.600604166666667,18.868572916666665,20.24771875
0.00054011102641762,19.243729166666665,18.111114583333332,19.025781249999998,18.000354166666664,19.025781249999998
3.2387797692967656e-05,9.478947916666666,10.189958333333333,9.046624999999999,9.989875,9.046624999999999
0.0009310443532938058,19.225864583333333,18.111114583333332,19.025781249999998,18.000354166666664,19.025781249999998
